id,Date added,Last response,URL,Host,Number of responses,Last email,Salesforce Sync. Date,1. Member ID [text],2. Opening ID [text],3. Position ID [text],4. Partner ID [text],5. Organization ID [text],6. Program Type [text],7. AmeriCorps? [text],8. Budget Code [text],9. Position State [text],11. Opening Start Date [text],12. Opening End Date [text],15. Position # [text],18. Did your leader or supervisor work with you to develop goals for your SCA experience?  [radio],19. How often did your leader or supervisor check in with you on your progress towards these goals?  [radio],20. To what degree did you feel supported by your leader or supervisor in achieving these goals?   [radio],"22 I met and talked about possible careers with conservation professional beyond my leader or supervisor.. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","24 I connected with people who will help me find a conservation job.. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","26 Because of my recent SCA experience, I am more certain about the career I want to have.. How much do you AGREE or DISAGREE with the following statements? [multiradio]","26 My housing location allowed me to buy, as needed, essentials not provided by the crew or internship (such as gas and groceries).. How much do you AGREE or DISAGREE with the following statements? [multiradio]","26 As part of my recent SCA experience, I learned new ways to navigate large agencies to get things done.. How much do you AGREE or DISAGREE with the following statements? [multiradio]",26 The stipend I received was enough to buy essentials.. How much do you AGREE or DISAGREE with the following statements? [multiradio],"35 Discuss with your leader and/or other members what you, as a group and as individuals, could do to address environmental issues?. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","36 Discuss with your internship supervisor and/or other co-workers at your internship site what you, as a groups and as individuals, could do to address environmental issues?. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]",48 The training I received prepared me with the skills I needed to complete the work.. How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio],48 My fellow co-workers listened to what I had to say.. How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio],48 The work that I performed matched the position that was described to me before I started.. How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio],"48 At my internship site, I felt like I mattered to people.. How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio]","48 I feel my thoughts, ideas, and suggestions were taken seriously by my internship supervisor.. How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio]",48 My supervisor/leader always prioritized safety when making decisions. . How much do you AGREE or DISAGREE with the following statements about your most recent SCA experience? [multiradio],"49 Opportunities to discuss your concerns about decisions made by your leader?. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","50 Opportunities to discuss your concerns about decisions made by your internship supervisor?. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","76 Discuss with crew leaders and/or other members what you, as a group and as individuals, could do to address environmental issues?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","85 As a result of my SCA experience, I feel more connected to my community.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]",85 My fellow crew members listened to what I had to say.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio],"85 Because of my recent SCA experience, I am more interested in a conservation career.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]","85 On my team, I felt like I mattered to people.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]","85 As a result of my SCA experience, I feel more responsible for addressing issues in my community.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]","85 I feel my thoughts, ideas, and suggestions were taken seriously by my leaders.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]","86 Opportunities to discuss your concerns about decisions made by your leaders?. During your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","88 I learned about possible careers in conservation or green jobs.. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","88 I learned how to conserve resources and protect the planet.. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","88 I learned how to solve problems that emerged in my team.. As part of your most recent SCA experience, how OFTEN did you experience the following? [multiradio]","93 I feel more responsible for conserving resources and protecting nature.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","93 I am more committed to helping my friends and family understand the importance of protecting the environment.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","93 I work harder than I used to. . Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","93 I am more confident in my abilities.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","93 I am better able to lead other people when I need to.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","94 Do volunteer work to help people in need.. When you think about life after this SCA experience, how LIKELY is it that you will do each of the following? [multiradio]","94 Get involved in issues like health, safety, and the environment that affect your community.. When you think about life after this SCA experience, how LIKELY is it that you will do each of the following? [multiradio]","94 Work with a group to solve a problem in the community where you live.. When you think about life after this SCA experience, how LIKELY is it that you will do each of the following? [multiradio]","95 I am healthier physically.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","95 I plan to spend more time outdoors or in nature.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","95 I am better able to work on a project with a team of people.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]","95 I feel more prepared for my next job.. Thinking about how youâ€™ve changed (or havenâ€™t changed) as a result of your most recent SCA experience, how TRUE are each of the following? [multiradio]",96 I do not plan to graduate high school.. Which of the following MOST matches your plans for after high school? [checkbox],96 I have no educational plans after high school.. Which of the following MOST matches your plans for after high school? [checkbox],96 Attend a 2-year college or junior college.. Which of the following MOST matches your plans for after high school? [checkbox],96 Attend a trade or vocational school.. Which of the following MOST matches your plans for after high school? [checkbox],96 Attend a 4-year college or university.. Which of the following MOST matches your plans for after high school? [checkbox],96 Join the military.. Which of the following MOST matches your plans for after high school? [checkbox],96 Other plans for training or education. Which of the following MOST matches your plans for after high school? [checkbox],96 Other. Which of the following MOST matches your plans for after high school? [checkbox],"97 Discuss your career goals?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","97 Discuss ways in which what you were doing was impacting you, as a person?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","97 Discuss why your SCA work was important?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","97 Discuss how your SCA work helped conserve the natural environment?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","97 Reflect with others about the challenges you've faced as part of your SCA experience, including what happened and why?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","97 Discuss ways you could join with others in the community to address environmental issues AFTER your SCA experience?. As part of your most recent SCA experience, how OFTEN did you do the following? [multiradio]","98 I learned ""people"" skills like teamwork or how to resolve conflicts peacefully.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I had opportunities to share in decision-making.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I learned how to cooperate with others.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I did something I was really excited about.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I learned skills that I can use in a future job.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I learned about myself and what is important to me.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I had genuine opportunities to lead the group.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","98 I developed a better understanding of what it takes to be a successful employee.. As part of your most recent SCA experience, how TRUE is each of the following about you? [multiradio]","99 The partner (park, etc) where I did the work was supportive.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio]",99 The project(s? I worked on were challenging in a good way.. How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio],99 I felt like an important part of the larger SCA organization and its mission. . How much do you AGREE or DISAGREE with the following statements about your most recent experience with SCA? [multiradio],100. Would you have participated in SCA if the work had been UNPAID? [radio],"102 SCA recommendation. On a scale of 1 to 10, with """"1"""" the lowest, """"5"""" neutral, and """"10"""" the highest, how likely are you to recommend an SCA experience to a friend or someone you work with or go to school with? [multiradio]"
jd3fp7qm6l1vt2jp5,6/25/15 19:58,6/25/15 20:03,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=jd3fp7qm6l1vt2jp5&iii=anonymous,107.221.253.130,54,,6/25/15 20:03,0034000001VPTIM,a0r40000007cgbt,a0s4000000ROeFX,,,Community,No,267,IL,3/10/15,5/30/15,PO-00652023,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8
wz09ynfaci2314iih,6/25/15 19:54,6/25/15 19:57,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=wz09ynfaci2314iih&iii=anonymous,107.221.253.130,53,,6/25/15 19:58,0034000001VPTIM,a0r40000007cgbt,a0s4000000ROeFX,,,Community,No,267,IL,3/10/15,5/30/15,PO-00652023,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,,,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,
7msnz5bzmkmfivfis,6/25/15 19:48,6/25/15 19:54,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=7msnz5bzmkmfivfis&iii=anonymous,107.221.253.130,54,,6/25/15 19:54,0034000001VPTIM,a0r40000007cgbt,a0s4000000ROeFX,,,Community,No,267,IL,3/10/15,5/30/15,PO-00652023,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,,,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8
odranfa6koumf3zjb,6/25/15 19:36,6/25/15 19:48,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=odranfa6koumf3zjb&iii=anonymous,107.221.253.130,53,,6/25/15 19:48,0034000001VPTIM,a0r40000007cgbt,a0s4000000ROeFX,,,Community,No,267,IL,3/10/15,5/30/15,PO-00652023,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,5,5,4,5,5,5,,,1,,,,,,5,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,1,8
al1gdf80r13jdi9bw,6/26/15 18:18,6/26/15 18:22,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=al1gdf80r13jdi9bw&iii=anonymous,71.209.44.47,19,,6/26/15 18:22,0034000000ozUMf,a0r40000006barL,a0s4000000RNqzV,,,Other,No,210,NH,5/20/15,5/30/15,PO-00643514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,,10
gznfwsoy4q6uunpqi,6/12/15 16:21,6/12/15 16:46,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=gznfwsoy4q6uunpqi&iii=anonymous,165.155.204.127,54,,6/12/15 16:46,0034000001OQr1P,a0r40000007cPCB,a0s4000000RMp6A,,,Community,No,309,NY,1/17/15,5/31/15,PO-00629034,,,,,,,,,,,,,,,,,,,,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,,,,,1,,,,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,3,2,8
7a2pkgca7n3fcrren,6/11/15 16:33,6/11/15 16:47,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=7a2pkgca7n3fcrren&iii=anonymous,71.197.148.244,54,,6/11/15 16:47,0034000000wNZAS,a0r40000004pvWv,a0s4000000RMW4j,,,Community,No,252,WA,10/15/14,6/6/15,PO-00621627,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,,,,,1,,,,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,10
vlhp3nmcw64meu1rd,6/10/15 17:54,6/10/15 18:03,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=vlhp3nmcw64meu1rd&iii=anonymous,168.156.89.78,54,,6/10/15 18:03,0034000000zq5gR,a0r40000004pvX5,a0s4000000RMW4j,,,Community,No,252,WA,10/15/14,6/6/15,PO-00621627,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,10
1kaltppkqdg3vpph5,6/18/15 23:51,6/19/15 0:07,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=1kaltppkqdg3vpph5&iii=anonymous,73.140.28.93,53,,6/19/15 0:07,0034000001Xdqtx,a0r40000004qFJU,a0s4000000RMW4e,,,Community,No,252,WA,12/3/14,6/6/15,PO-00621626,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,4,4,4,,,1,,,,,,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,6
sc7raumdf9tgvuyms,6/17/15 3:51,6/17/15 4:18,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=sc7raumdf9tgvuyms&iii=anonymous,24.18.210.150,54,,6/17/15 4:18,0034000001XfODT,a0r40000004qG9V,a0s4000000QQgns,,,Community,No,252,WA,12/3/14,6/6/15,PO-00605624,,,,,,,,,,,,,,,,,,,,5,4,4,5,4,4,4,3,3,4,3,5,5,4,4,4,5,5,4,4,5,5,4,,,,,1,,,,3,3,5,5,3,3,4,4,4,5,5,4,4,4,5,5,5,1,10
1219qvt69qfpo7khr6,6/14/15 2:46,6/14/15 2:56,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=1219qvt69qfpo7khr6&iii=anonymous,75.165.57.229,54,,6/14/15 2:56,0034000001Xdpj4,a0r40000004qFQB,a0s4000000RMW3R,,,Community,No,252,WA,12/3/14,6/6/15,PO-00621624,,,,,,,,,,,,,,,,,,,,4,4,4,3,5,5,5,5,4,4,5,4,4,5,4,3,5,5,4,5,5,5,5,,,,,1,,,,3,3,3,3,4,3,5,5,5,5,5,5,5,5,4,5,4,1,8
4rk82pvazer0zc6qr,6/10/15 16:51,6/10/15 18:05,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=4rk82pvazer0zc6qr&iii=anonymous,168.99.160.182,53,,6/10/15 18:05,0034000001N0R1W,a0r40000004qEVo,a0s4000000RMW4e,,,Community,No,252,WA,12/3/14,6/6/15,PO-00621626,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,,,,,1,,,,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,1,9
wrbwvto05sgcgvl2c,6/9/15 0:57,6/9/15 1:11,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=wrbwvto05sgcgvl2c&iii=anonymous,73.35.177.53,54,,6/9/15 1:11,0034000001Oq11u,a0r40000007cPLS,a0s4000000RMW4e,,,Community,No,252,WA,12/3/14,6/6/15,PO-00621626,,,,,,,,,,,,,,,,,,,,4,3,5,5,5,4,5,3,5,5,5,5,3,4,5,,5,2,2,4,5,5,5,,,,,1,,,,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,1,10
lm896rfarwvvey3st,6/25/15 14:43,6/25/15 15:08,http://survey.clicktools.com/app/survey/go.jsp?i=1trl2sg42rm48&ii=lm896rfarwvvey3st&iii=anonymous,99.177.177.99,20,,6/25/15 15:08,0033300001eRLSW,a0r330000080Eel,a0s4000000R4bHV,,,Other,No,215,IL,6/10/15,6/14/15,PO-00670621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
